Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),PERIMETER_ZN_1:People Occupant Count [](TimeStep),EMS:PerimeterZN1_Q_Sen [W](TimeStep),EMS:PerimeterZN1_Q_Lat [W](TimeStep),PERIMETER_ZN_1_WALL_WEST:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_1:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_2:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_3:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_4:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_5:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_6:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_EAST:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_NORTH:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_FLOOR:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_CEILING:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Radiant Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Dewpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Humidity Ratio [](TimeStep),PERIMETER_ZN_1:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),FMU_PERIMETER_ZN_1_PH:Schedule Value [](TimeStep),FMU_PERIMETER_ZN_1_PF:Schedule Value [](TimeStep),PERIMETER_ZN_1 NODE1:System Node Temperature [C](TimeStep),PERIMETER_ZN_1 NODE1:System Node Mass Flow Rate [kg/s](TimeStep),PERIMETER_ZN_1 NODE1:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep) 
 08/25  00:24:00,23.019999999999997,16.32,0.012301181164846792,67.19999999999999,0.0,0.0,0.0,28.58266322750626,29.327316655992385,24.985387444667027,24.985541428475359,24.9855414284757,24.98554142847655,24.985541428475814,24.98538745266933,28.559481929688059,28.59083683904648,29.894227735066438,29.393556367004508,29.374766938085839,25.655943007147994,29.911628813533065,0.021756842921258819,78.00329140121176,21.0,26.7,20.0,25.56,0.0,0.0,29.91452268934802,0.0,0.021773598330846659 
 08/25  00:25:00,22.98333333333333,16.375,0.012344772530708213,67.58333333333333,0.0,0.0,0.0,28.580090872380084,29.32333946148628,24.967218198508705,24.96737190484106,24.96737190484123,24.967371904841117,24.967371904841458,24.96721820649725,28.556976079782094,28.58851860673586,29.89282823818411,29.390307804770275,29.37157870724935,25.64347477506356,29.90871435792479,0.021740193918780995,77.95866720210802,21.0,26.7,20.0,25.56,0.0,0.0,29.911628813533065,0.0,0.021756842921258819 
 08/25  00:26:00,22.946666666666667,16.43,0.01238810701596456,67.96666666666667,0.0,0.0,0.0,28.57751371546362,29.31936311365214,24.949040153392845,24.949193583174407,24.949193583174407,24.949193583174464,24.949193583173839,24.94904016136661,28.554465160087199,28.586196599108758,29.891420799051315,29.387054682821764,29.368383921505605,25.631076131992683,29.905779530137648,0.021723650677026863,77.91448360282584,21.0,26.7,20.0,25.56,0.0,0.0,29.90871435792479,0.0,0.021740193918780995 
 08/25  00:27:00,22.91,16.485,0.012431186079408496,68.35000000000001,0.0,0.0,0.0,28.574932111961,29.31538773229464,24.93085127586062,24.931004430008956,24.93100443000924,24.931004430009467,24.93100443000924,24.930851283818755,28.55194953336595,28.58387109676047,29.890013316566149,29.383797227988535,29.36518700120704,25.618748112993147,29.902824529690095,0.02170721255293979,77.87072992355935,21.0,26.7,20.0,25.56,0.0,0.0,29.905779530137648,0.0,0.021723650677026863 
 08/25  00:28:00,22.873333333333336,16.54,0.012474008984381259,68.73333333333334,0.0,0.0,0.0,28.572346123483368,29.31141305154345,24.912653756233909,24.912806635652488,24.91280663565317,24.91280663565334,24.912806635653284,24.91265376417772,28.549429266156879,28.581542136128247,29.888605794796474,29.38053527883515,29.36198791547774,25.60649082385863,29.899849557865435,0.021690878905063047,77.82741256458538,21.0,26.7,20.0,25.56,0.0,0.0,29.902824529690095,0.0,0.02170721255293979 
 08/25  00:29:00,22.836666666666667,16.595,0.01251657718521404,69.11666666666666,0.0,0.0,0.0,28.569755773885153,29.30743878113072,24.894447600161244,24.894600205738699,24.894600205737846,24.894600205738415,24.89460020573881,24.8944476080909,28.546904385044056,28.579209720918873,29.887198243597326,29.377268650082294,29.358786597253226,25.594302065805889,29.896854814158666,0.02167464909446028,77.78452087059739,21.0,26.7,20.0,25.56,0.0,0.0,29.899849557865435,0.0,0.021690878905063047 
 08/25  00:30:00,22.799999999999998,16.65,0.012558891405724124,69.5,0.0,0.0,0.0,28.56716091061131,29.30346443729197,24.87623287704116,24.87638520965089,24.876385209651404,24.876385209651177,24.876385209652143,24.876232884955927,28.544374738659014,28.57687362935003,29.885782946502965,29.373996959904337,29.355581245634338,25.582182619140395,29.89384048836708,0.021658522484897935,77.74205699242623,21.0,26.7,20.0,25.56,0.0,0.0,29.896854814158666,0.0,0.02167464909446028 
 08/25  00:31:00,22.763333333333333,16.705000000000003,0.012600953112386446,69.88333333333333,0.0,0.0,0.0,28.564561628380895,29.299489840323607,24.85800907899369,24.85816113950375,24.858161139503978,24.858161139503694,24.858161139502955,24.85800908689589,28.541840421944717,28.574533971116595,29.88436764729682,29.370720141870569,29.352373472091636,25.570132278025377,29.890806760926279,0.02164249844351543,77.7000145696632,21.0,26.7,20.0,25.56,0.0,0.0,29.89384048836708,0.0,0.021658522484897935 
 08/25  00:32:00,22.726666666666668,16.759999999999999,0.012642761543045864,70.26666666666667,0.0,0.0,0.0,28.561957495448249,29.295514199140916,24.839776839958746,24.839928629218208,24.839928629219174,24.839928629219118,24.83992862921866,24.839776847844747,28.53930100294365,28.572190439834747,29.882952146705639,29.36743750483604,29.349160235671915,25.55815052910208,29.88775378836158,0.021626576339038165,77.65839151164433,21.0,26.7,20.0,25.56,0.0,0.0,29.890806760926279,0.0,0.02164249844351543 
 08/25  00:33:00,22.689999999999999,16.815,0.012684318159737304,70.65,0.0,0.0,0.0,28.559348782376188,29.291537566075307,24.821534640690858,24.821686159547313,24.8216861595472,24.821686159547313,24.82168615954714,24.821534648565377,28.53675675174376,28.569843204272023,29.88153668406546,29.364149223236465,29.345944371901003,25.546237947339966,29.884681713601933,0.021610755542688946,77.61718573669137,21.0,26.7,20.0,25.56,0.0,0.0,29.88775378836158,0.0,0.021626576339038165 
 08/25  00:34:00,22.65333333333333,16.87,0.012725623682875453,71.03333333333333,0.0,0.0,0.0,28.55673537514806,29.287559516519076,24.80328412903441,24.803435378316409,24.80343537831584,24.803435378316409,24.803435378316637,24.803284136893127,28.53420755361825,28.567492070233365,29.880113608194745,29.360854985475929,29.342724129290258,25.534392050176029,29.881590664809985,0.021595035428364587,77.57639942345824,21.0,26.7,20.0,25.56,0.0,0.0,29.884681713601933,0.0,0.021610755542688946 
 08/25  00:35:00,22.616666666666668,16.925,0.012766678832014525,71.41666666666666,0.0,0.0,0.0,28.554117392380058,29.283579920782743,24.785024741201484,24.785175721728537,24.78517572172916,24.78517572173007,24.785175721728593,24.7850247490461,28.53165352610516,28.565137168014183,29.87869098987249,29.357554783113096,29.339501208466979,25.522614763332319,29.878480743307116,0.021579415372578609,77.5360220056355,21.0,26.7,20.0,25.56,0.0,0.0,29.881590664809985,0.0,0.021595035428364587 
 08/25  00:36:00,22.58,16.98,0.012807485082841719,71.80000000000001,0.0,0.0,0.0,28.551494857067224,29.279598531922738,24.76675712630913,24.76690783889137,24.766907838891485,24.76690783889171,24.76690783889194,24.766757134140449,28.52909469093846,28.56277850789389,29.877268658660094,29.354248488794466,29.33627553518666,25.510903722905348,29.875352080953033,0.02156389475512607,77.49605143854562,21.0,26.7,20.0,25.56,0.0,0.0,29.878480743307116,0.0,0.021579415372578609 
 08/25  00:37:00,22.543333333333334,17.035,0.012848041641842776,72.18333333333334,0.0,0.0,0.0,28.548867759709965,29.275615077129595,24.748481310414605,24.748631755849034,24.748631755848977,24.748631755849148,24.748631755848238,24.748481318232053,28.526531038569343,28.560416061630766,29.87584580407398,29.350935948683245,29.333046871141588,25.499260948592555,29.872205232450168,0.02154847295728551,77.4564899272843,21.0,26.7,20.0,25.56,0.0,0.0,29.875352080953033,0.0,0.02156389475512607 
 08/25  00:38:00,22.506666666666669,17.09,0.012888349980291947,72.56666666666666,0.0,0.0,0.0,28.546235442032335,29.27162855375009,24.73019735373481,24.730347532807288,24.730347532807003,24.730347532807629,24.730347532806719,24.730197361538445,28.52396192036113,28.558049247923166,29.87441334056971,29.34761626076767,29.329810002025054,25.487683536841567,29.869040695635964,0.021533149362764946,77.41732695005868,21.0,26.7,20.0,25.56,0.0,0.0,29.872205232450168,0.0,0.02154847295728551 
 08/25  00:39:00,22.47,17.145000000000004,0.012928410814262378,72.94999999999999,0.0,0.0,0.0,28.54359828191346,29.267639206398074,24.711903056667326,24.712052970162064,24.712052970161836,24.71205297016138,24.71205297016195,24.71190306445726,28.521387733421297,28.55567838459772,29.872979806401948,29.344289803715506,29.32656977667687,25.47617320212871,29.86585885825578,0.021517923357892329,77.37856473184304,21.0,26.7,20.0,25.56,0.0,0.0,29.869040695635964,0.0,0.021533149362764946 
 08/25  00:40:00,22.43333333333333,17.2,0.012968224858947431,73.33333333333334,0.0,0.0,0.0,28.5409563550821,29.26364686935081,24.693600825638954,24.693750474322657,24.69375047432311,24.69375047432311,24.693750474322998,24.693600833414963,28.518808566501876,28.553303535526447,29.871545432604536,29.340956538882339,29.323326261262225,25.464728982559376,29.862660043309256,0.021502794331562097,77.34019278330737,21.0,26.7,20.0,25.56,0.0,0.0,29.86585885825578,0.0,0.021517923357892329 
 08/25  00:41:00,22.396666666666666,17.255000000000004,0.013007793598817899,73.71666666666667,0.0,0.0,0.0,28.538309708748728,29.25965135014006,24.675290693962098,24.675440078594307,24.67544007859317,24.675440078593227,24.675440078594023,24.67529070172634,28.51622446905786,28.550924729829985,29.870110333041045,29.337616397601079,29.320079455218747,25.45334970426254,29.859444542636284,0.021487761675914479,77.30221335162654,21.0,26.7,20.0,25.56,0.0,0.0,29.862660043309256,0.0,0.021502794331562097 
 08/25  00:42:00,22.36,17.310000000000004,0.013047116209567398,74.1,0.0,0.0,0.0,28.535658196060333,29.25565223386279,24.656972756351366,24.657121877676447,24.65712187767639,24.65712187767633,24.657121877675765,24.656972764101228,28.513635289641696,28.548541738618085,29.8686656954938,29.334269081700528,29.316827354537524,25.442035609078969,29.856212626469483,0.021472824784520479,77.26461597756779,21.0,26.7,20.0,25.56,0.0,0.0,29.859444542636284,0.0,0.021487761675914479 
 08/25  00:43:00,22.32333333333333,17.365000000000003,0.013086194171282213,74.48333333333334,0.0,0.0,0.0,28.533001958326005,29.25164945439533,24.638646441141874,24.638795299900609,24.638795299900836,24.63879529990072,24.638795299901518,24.638646448877354,28.511041162160656,28.54615471495912,29.867220454476155,29.330914651690624,29.31357187155275,25.43078724849102,29.85296455314095,0.021457983053351075,77.2274071558262,21.0,26.7,20.0,25.56,0.0,0.0,29.856212626469483,0.0,0.021472824784520479 
 08/25  00:44:00,22.286666666666667,17.42,0.013125028195598883,74.86666666666668,0.0,0.0,0.0,28.53034052331132,29.247642230991504,24.62031248530525,24.620461082228077,24.620461082227224,24.62046108222853,24.620461082227963,24.620312493026519,28.508441606712127,28.54376332782059,29.86577438522821,29.327552434943859,29.310309499933064,25.41960345322146,29.84970055733014,0.021443235880970365,77.19058068265909,21.0,26.7,20.0,25.56,0.0,0.0,29.85296455314095,0.0,0.021457983053351075 
 08/25  00:45:00,22.25,17.475,0.013163619773712289,75.25,0.0,0.0,0.0,28.52767424117609,29.243630769249238,24.60196912000697,24.602117455816598,24.60211745581603,24.60211745581637,24.602117455817166,24.6019691277142,28.505836966560044,28.541367803654905,29.86432776133826,29.324182768558225,29.307043611846248,25.40848411719964,29.846420866186699,0.021428582669239379,77.15413037332964,21.0,26.7,20.0,25.56,0.0,0.0,29.84970055733014,0.0,0.021443235880970365 
 08/25  00:46:00,22.21333333333333,17.53,0.01320196805708769,75.63333333333333,0.0,0.0,0.0,28.525002998394649,29.2396147002783,24.583618280726684,24.583766356139109,24.583766356139678,24.583766356138655,24.583766356139564,24.583618288421975,28.503227122322408,28.538967927492853,29.862870980051534,29.320805401567065,29.30377206449855,25.397428365013483,29.843125701658459,0.02141402282144166,77.11805428221716,21.0,26.7,20.0,25.56,0.0,0.0,29.846420866186699,0.0,0.021428582669239379 
 08/25  00:47:00,22.176666666666664,17.585,0.013240074532558183,76.01666666666667,0.0,0.0,0.0,28.52232696572121,29.23559401449808,24.565259267061607,24.565407082779644,24.565407082778849,24.565407082780099,24.56540708277936,24.56525927474263,28.50061223972996,28.536563881188728,29.86141368899089,29.317420450138969,29.30049694128882,25.386435656228139,29.839815283578248,0.02139955574323974,77.08235047167668,21.0,26.7,20.0,25.56,0.0,0.0,29.843125701658459,0.0,0.02141402282144166 
 08/25  00:48:00,22.139999999999998,17.64,0.013277939908145863,76.39999999999999,0.0,0.0,0.0,28.519646206197956,29.231568568375907,24.54689286834366,24.54704042506262,24.547040425063586,24.547040425063075,24.54704042506353,24.54689287601127,28.49799237767611,28.534155712517788,29.859955893167169,29.314027892676,29.297218252783688,25.375507502947966,29.83648983075011,0.02138518084286048,77.04701701268262,21.0,26.7,20.0,25.56,0.0,0.0,29.839815283578248,0.0,0.02139955574323974 
